timestamp,open,high,low,close,volume
2023-06-29 16:00:00,0.594,0.601,0.56,0.59,4932.71
2023-06-30 04:00:00,0.589,0.629,0.555,0.557,7360.79
2023-06-30 16:00:00,0.564,0.79,0.561,0.6,9186.65
2023-07-01 04:00:00,0.601,0.636,0.598,0.623,7795.49
2023-07-01 16:00:00,0.623,0.677,0.611,0.631,4946.19
2023-07-02 04:00:00,0.631,0.653,0.588,0.625,5747.35
2023-07-02 16:00:00,0.625,0.653,0.598,0.633,4981.58
2023-07-03 04:00:00,0.631,0.636,0.598,0.627,5033.53
2023-07-03 16:00:00,0.626,0.636,0.598,0.627,5064.47
2023-07-04 04:00:00,0.628,0.656,0.617,0.635,4578.94
2023-07-04 16:00:00,0.626,0.656,0.617,0.642,4595.38
2023-07-05 04:00:00,0.63,0.653,0.592,0.634,4810.37
2023-07-05 16:00:00,0.628,0.636,0.583,0.616,4785.36
2023-07-06 04:00:00,0.614,0.617,0.585,0.611,4777.76
2023-07-06 16:00:00,0.61,0.646,0.595,0.627,6139.48
2023-07-07 04:00:00,0.627,0.638,0.609,0.617,5628.16
2023-07-07 16:00:00,0.617,0.628,0.605,0.62,5096.77
2023-07-08 04:00:00,0.619,0.682,0.612,0.642,5002.67
2023-07-08 16:00:00,0.641,0.85,0.616,0.723,16058.31
2023-07-09 04:00:00,0.719,0.857,0.687,0.734,18259.99
2023-07-09 16:00:00,0.737,0.774,0.667,0.683,11934.49
2023-07-10 04:00:00,0.683,0.743,0.67,0.69,9512.12
2023-07-10 16:00:00,0.69,0.69,0.666,0.677,4710.13
2023-07-11 04:00:00,0.676,0.706,0.658,0.662,5249.55
2023-07-11 16:00:00,0.661,0.674,0.651,0.666,4585.31
2023-07-12 04:00:00,0.669,0.688,0.645,0.662,5629.69
2023-07-12 16:00:00,0.66,0.678,0.641,0.661,5229.46
2023-07-13 04:00:00,0.661,0.665,0.643,0.659,7218.1
2023-07-13 16:00:00,0.658,0.671,0.637,0.654,4339.3
2023-07-14 04:00:00,0.655,0.678,0.654,0.661,4725.34
2023-07-14 16:00:00,0.661,0.668,0.638,0.642,6906.33
2023-07-15 04:00:00,0.644,0.667,0.637,0.655,4408.82
2023-07-15 16:00:00,0.655,0.674,0.647,0.66,5854.9
2023-07-16 04:00:00,0.66,0.662,0.638,0.644,4094.98
2023-07-16 16:00:00,0.642,0.654,0.629,0.641,3016.26
2023-07-17 04:00:00,0.642,0.651,0.63,0.643,2855.63
2023-07-17 16:00:00,0.644,0.653,0.624,0.63,4935.86
2023-07-18 04:00:00,0.63,0.649,0.604,0.62,4346.31
2023-07-18 16:00:00,0.621,0.65,0.586,0.629,6171.49
2023-07-19 04:00:00,0.629,0.649,0.622,0.64,4527.59
2023-07-19 16:00:00,0.639,0.644,0.622,0.634,4395.82
2023-07-20 04:00:00,0.634,0.647,0.623,0.63,4291.41
2023-07-20 16:00:00,0.629,0.644,0.621,0.63,2345.91
2023-07-21 04:00:00,0.63,0.651,0.63,0.649,3410.95
2023-07-21 16:00:00,0.649,0.669,0.629,0.661,3581.95
2023-07-22 04:00:00,0.665,0.679,0.641,0.647,6065.38
2023-07-22 16:00:00,0.648,0.785,0.639,0.701,9283.74
2023-07-23 04:00:00,0.701,0.804,0.603,0.687,10606.4
2023-07-23 16:00:00,0.687,0.698,0.645,0.67,6612.47
2023-07-24 04:00:00,0.67,0.728,0.637,0.713,12268.11
2023-07-24 16:00:00,0.71,0.719,0.659,0.679,7996.56
2023-07-25 04:00:00,0.681,0.705,0.659,0.702,8695.32
2023-07-25 16:00:00,0.703,1.241,0.686,0.761,31520.14
2023-07-26 04:00:00,0.761,0.766,0.65,0.733,9452.38
2023-07-26 16:00:00,0.732,0.755,0.691,0.742,7854.91
2023-07-27 04:00:00,0.746,0.765,0.661,0.729,7839.15
2023-07-27 16:00:00,0.727,0.762,0.708,0.718,8113.83
2023-07-28 04:00:00,0.718,0.848,0.702,0.758,8572.84
2023-07-28 16:00:00,0.76,0.851,0.751,0.832,10840.1
2023-07-29 04:00:00,0.832,0.84,0.778,0.785,7989.15
2023-07-29 16:00:00,0.786,0.815,0.741,0.757,6667.85
2023-07-30 04:00:00,0.757,0.786,0.751,0.77,5460.52
2023-07-30 16:00:00,0.772,0.815,0.757,0.764,8042.58
2023-07-31 04:00:00,0.765,0.816,0.754,0.798,6895.73
2023-07-31 16:00:00,0.798,0.816,0.762,0.769,5994.11
2023-08-01 04:00:00,0.771,0.812,0.754,0.784,6058.74
2023-08-01 16:00:00,0.783,0.789,0.739,0.753,5911.33
2023-08-02 04:00:00,0.753,0.81,0.742,0.778,6572.35
2023-08-02 16:00:00,0.779,0.79,0.741,0.77,6059.57
2023-08-03 04:00:00,0.771,0.871,0.755,0.823,7624.47
2023-08-03 16:00:00,0.822,0.848,0.797,0.821,7251.5
2023-08-04 04:00:00,0.821,0.851,0.8,0.821,8105.45
2023-08-04 16:00:00,0.821,0.84,0.803,0.817,4893.38
2023-08-05 04:00:00,0.818,0.826,0.781,0.812,6808.14
2023-08-05 16:00:00,0.812,0.829,0.791,0.81,5343.5
2023-08-06 04:00:00,0.808,0.825,0.783,0.79,5801.85
2023-08-06 16:00:00,0.787,0.814,0.782,0.796,5692.82
2023-08-07 04:00:00,0.796,0.827,0.777,0.787,5877.06
2023-08-07 16:00:00,0.791,0.814,0.769,0.785,5048.73
2023-08-08 04:00:00,0.783,0.819,0.765,0.78,4220.41
2023-08-08 16:00:00,0.78,1.044,0.773,0.827,11397.6
2023-08-09 04:00:00,0.827,0.865,0.818,0.841,7725.68
